name,price,url,stone_type,stone_shape,stone_clarity,stone_color,stone_carat_weight,metal_type,metal_color,gold_karat,ring_size,category,source
Classic Inside-Out Pavé Diamond Hoop Earrings (1 ct. tw.),2843.0,https://www.rarecarat.com/fine-jewelry/58-Classic-Inside-Out-Pavé-Diamond-Hoop-Earrings-(1-ct.-tw.)/33957,Diamond,,SI+,H-I,1,White Gold,,14K,,Earring,rarecarat
Classic Inside Out U-Prong Diamond Hoop Earrings (1 3/4 ct. tw.),3129.0,https://www.rarecarat.com/fine-jewelry/58-Classic-Inside-Out-U-Prong-Diamond-Hoop-Earrings-(1-3-4-ct.-tw.)/34002,Diamond,,SI+,H-I,1.76,White Gold,,14K,,Earring,rarecarat
Ligne Diamond Drop Earrings (1/3 ct. tw.),1050.0,https://www.rarecarat.com/fine-jewelry/58-Ligne-Diamond-Drop-Earrings-(1-3-ct.-tw.)/38717,Diamond,,SI1,G-H,0.33,White Gold,,14K,,Earring,rarecarat
Classic Inside Out U-Prong Diamond Hoop Earrings (2 3/4 ct. tw.),5557.0,https://www.rarecarat.com/fine-jewelry/58-Classic-Inside-Out-U-Prong-Diamond-Hoop-Earrings-(2-3-4-ct.-tw.)/34004,Diamond,,SI+,H-I,2.7,White Gold,,14K,,Earring,rarecarat
Endless Diamond Hoop Earrings (3 3/5 ct. tw.),7272.0,https://www.rarecarat.com/fine-jewelry/58-Endless-Diamond-Hoop-Earrings-(3-3-5-ct.-tw.)/34030,Diamond,,SI+,H-I,3.6,White Gold,,14K,,Earring,rarecarat
Mixed Shape Diamond Stud Earrings (1 ct. tw.),1393.0,https://www.rarecarat.com/fine-jewelry/58-Mixed-Shape-Diamond-Stud-Earrings-(1-ct.-tw.)/33793,Diamond,,VS+,F,1,White Gold,,14K,,Earring,rarecarat
Endless Diamond Hoop Earrings (4 2/5 ct. tw.),12557.0,https://www.rarecarat.com/fine-jewelry/58-Endless-Diamond-Hoop-Earrings-(4-2-5-ct.-tw.)/34010,Diamond,,SI+,H-I,4.4,White Gold,,14K,,Earring,rarecarat
Classic Eternal Diamond Hoop Earrings (5 1/2 ct. tw.),8129.0,https://www.rarecarat.com/fine-jewelry/58-Classic-Eternal-Diamond-Hoop-Earrings-(5-1-2-ct.-tw.)/34017,Diamond,,SI+,H-I,5.46,White Gold,,14K,,Earring,rarecarat
Endless Diamond Hoop Earrings (5 1/4 ct. tw.),9843.0,https://www.rarecarat.com/fine-jewelry/58-Endless-Diamond-Hoop-Earrings-(5-1-4-ct.-tw.)/33965,Diamond,,SI+,H-I,5.22,White Gold,,14K,,Earring,rarecarat
Ligne Diamond Drop Earrings (1/4 ct. tw.),1050.0,https://www.rarecarat.com/fine-jewelry/58-Ligne-Diamond-Drop-Earrings-(1-4-ct.-tw.)/38699,Diamond,,SI1,G-H,0.25,White Gold,,14K,,Earring,rarecarat
Three-Prong Diamond Martini Earrings (1/2 ct. tw.),1069.0,https://www.rarecarat.com/fine-jewelry/58-Three-Prong-Diamond-Martini-Earrings-(1-2-ct.-tw.)/38755,Diamond,,SI1,H-I,0.5,White Gold,,14K,,Earring,rarecarat
Three-Prong Martini Diamond Screw-Back Earrings (1/2 ct. tw.),1069.0,https://www.rarecarat.com/fine-jewelry/58-Three-Prong-Martini-Diamond-Screw-Back-Earrings-(1-2-ct.-tw.)/38630,Diamond,,SI1,H-I,0.5,White Gold,,14K,,Earring,rarecarat
Single Diamond Stud Earring (1/2ct),1140.0,https://www.rarecarat.com/fine-jewelry/58-Single-Diamond-Stud-Earring-(1-2ct)/41866,Diamond,,SI1,H-I,0.5,White Gold,,14K,,Earring,rarecarat
Single Diamond Screw Back Stud Earring (1/2ct),1140.0,https://www.rarecarat.com/fine-jewelry/58-Single-Diamond-Screw-Back-Stud-Earring-(1-2ct)/41947,Diamond,,SI1,H-I,0.5,White Gold,,14K,,Earring,rarecarat
Florelle Quatrefoil Halo Earrings,1283.0,https://www.rarecarat.com/fine-jewelry/58-Florelle-Quatrefoil-Halo-Earrings/40209,Diamond,,SI2,,0.35,White Gold,,14K,,Earring,rarecarat
Emerelle Baguette & Round Earrings,1283.0,https://www.rarecarat.com/fine-jewelry/58-Emerelle-Baguette-&-Round-Earrings/40218,Diamond,,SI2,,0.3,White Gold,,14K,,Earring,rarecarat
Amorette Heart Cluster Halo Earrings,1283.0,https://www.rarecarat.com/fine-jewelry/58-Amorette-Heart-Cluster-Halo-Earrings/40243,Diamond,,SI2,,0.33,White Gold,,14K,,Earring,rarecarat
Bello Graduated Bezel Diamond Hoops (1/4 ct. tw.),1283.0,https://www.rarecarat.com/fine-jewelry/58-Bello-Graduated-Bezel-Diamond-Hoops-(1-4-ct.-tw.)/40275,Diamond,,SI2,,0.25,White Gold,,14K,,Earring,rarecarat
Bello Alternating Size Bezel Diamond Hoops (1/4 ct. tw.),1283.0,https://www.rarecarat.com/fine-jewelry/58-Bello-Alternating-Size-Bezel-Diamond-Hoops-(1-4-ct.-tw.)/40334,Diamond,,SI2,,0.25,White Gold,,14K,,Earring,rarecarat
Camellia Scalloped Cluster Earrings,1283.0,https://www.rarecarat.com/fine-jewelry/58-Camellia-Scalloped-Cluster-Earrings/40230,Diamond,,SI2,,0.36,White Gold,,14K,,Earring,rarecarat
Poppet Heart Cluster Earrings,1283.0,https://www.rarecarat.com/fine-jewelry/58-Poppet-Heart-Cluster-Earrings/40257,Diamond,,SI2,,0.25,White Gold,,14K,,Earring,rarecarat
Emblush Petite Smooth Diamond Hoops,1283.0,https://www.rarecarat.com/fine-jewelry/58-Emblush-Petite-Smooth-Diamond-Hoops/40302,Diamond,,SI2,,0.13,White Gold,,14K,,Earring,rarecarat
Modern Bezel-Set Diamond Stud Earrings (1/2 ct. tw.),1426.0,https://www.rarecarat.com/fine-jewelry/58-Modern-Bezel-Set-Diamond-Stud-Earrings-(1-2-ct.-tw.)/34718,Diamond,,SI2,,0.5,White Gold,,14K,,Earring,rarecarat
Diamond Stud Earrings (1/2 ct. tw.),1426.0,https://www.rarecarat.com/fine-jewelry/58-Diamond-Stud-Earrings-(1-2-ct.-tw.)/39176,Diamond,,SI1,H-I,0.5,White Gold,,14K,,Earring,rarecarat
Diamond Stud Screw-Back Earrings (1/2 ct. tw.),1426.0,https://www.rarecarat.com/fine-jewelry/58-Diamond-Stud-Screw-Back-Earrings-(1-2-ct.-tw.)/38528,Diamond,,SI1,H-I,0.5,White Gold,,14K,,Earring,rarecarat
Veltra Diamond Elongated Hoops,1426.0,https://www.rarecarat.com/fine-jewelry/58-Veltra-Diamond-Elongated-Hoops/40217,Diamond,,SI2,,0.25,White Gold,,14K,,Earring,rarecarat
Lustra Diamond Huggies,1700.0,https://www.rarecarat.com/fine-jewelry/58-Lustra-Diamond-Huggies/40602,Diamond,,SI1,G-H,0.16,White Gold,,14K,,Unknown,rarecarat
Embliss Oval Bezel Pavé Hoops (1/3 ct. tw),1711.0,https://www.rarecarat.com/fine-jewelry/58-Embliss-Oval-Bezel-Pavé-Hoops-(1-3-ct.-tw)/40258,Diamond,,SI2,,0.34,White Gold,,14K,,Earring,rarecarat
Arceo Diamond Hoops,1711.0,https://www.rarecarat.com/fine-jewelry/58-Arceo-Diamond-Hoops/40349,Diamond,,SI2,,0.25,White Gold,,14K,,Earring,rarecarat
Clara Floral Cluster Earrings,1711.0,https://www.rarecarat.com/fine-jewelry/58-Clara-Floral-Cluster-Earrings/40231,Diamond,,SI2,,0.5,White Gold,,14K,,Earring,rarecarat
Ovara Sway Drop Pavé Earrings,1711.0,https://www.rarecarat.com/fine-jewelry/58-Ovara-Sway-Drop-Pavé-Earrings/40262,Diamond,,SI2,,0.25,White Gold,,14K,,Earring,rarecarat
Embliss Emerald Bezel Pavé Hoops (1/3 ct. tw),1711.0,https://www.rarecarat.com/fine-jewelry/58-Embliss-Emerald-Bezel-Pavé-Hoops-(1-3-ct.-tw)/40245,Diamond,,SI2,,0.34,White Gold,,14K,,Earring,rarecarat
Embliss Pear Accent Pavé Hoops (1/3 ct. tw),1854.0,https://www.rarecarat.com/fine-jewelry/58-Embliss-Pear-Accent-Pavé-Hoops-(1-3-ct.-tw)/40267,Diamond,,SI2,,0.34,White Gold,,14K,,Earring,rarecarat
Knife-Edge Pavé Hoops (.40ct. tw.),1854.0,https://www.rarecarat.com/fine-jewelry/58-Knife-Edge-Pavé-Hoops-(.40ct.-tw.)/40271,Diamond,,SI2,,0.44,White Gold,,14K,,Earring,rarecarat
Baguette Highlight Pavé Hoops,1854.0,https://www.rarecarat.com/fine-jewelry/58-Baguette-Highlight-Pavé-Hoops/40211,Diamond,,SI2,,0.4,White Gold,,14K,,Earring,rarecarat
Diamond Stud Screw-Back Earrings (3/4 ct. tw.),1997.0,https://www.rarecarat.com/fine-jewelry/58-Diamond-Stud-Screw-Back-Earrings-(3-4-ct.-tw.)/39132,Diamond,,SI1,H-I,0.75,White Gold,,14K,,Earring,rarecarat
Marquise Outline Inside-Out Pavé Hoops,1997.0,https://www.rarecarat.com/fine-jewelry/58-Marquise-Outline-Inside-Out-Pavé-Hoops/40320,Diamond,,SI2,,0.5,White Gold,,14K,,Earring,rarecarat
Three-Prong Diamond Martini Earrings (3/4 ct. tw.),1997.0,https://www.rarecarat.com/fine-jewelry/58-Three-Prong-Diamond-Martini-Earrings-(3-4-ct.-tw.)/39090,Diamond,,SI1,H-I,0.75,White Gold,,14K,,Earring,rarecarat
Three-Prong Martini Diamond Screw-Back Earrings (3/4 ct. tw.),1997.0,https://www.rarecarat.com/fine-jewelry/58-Three-Prong-Martini-Diamond-Screw-Back-Earrings-(3-4-ct.-tw.)/39101,Diamond,,SI1,H-I,0.75,White Gold,,14K,,Earring,rarecarat
Diamond Stud Earrings (3/4 ct. tw.),1997.0,https://www.rarecarat.com/fine-jewelry/58-Diamond-Stud-Earrings-(3-4-ct.-tw.)/39189,Diamond,,SI1,H-I,0.75,White Gold,,14K,,Earring,rarecarat
Diamond Stud Earrings (1 ct tw),2129.0,https://www.rarecarat.com/fine-jewelry/58-Diamond-Stud-Earrings-(1-ct-tw)/35739,Diamond,,SI+,H,1,White Gold,,14K,,Earring,rarecarat
Elissa Double Halo Earrings,2136.0,https://www.rarecarat.com/fine-jewelry/58-Elissa-Double-Halo-Earrings/40308,Diamond,,SI2,,0.5,White Gold,,14K,,Earring,rarecarat
Bello Graduated Bezel Diamond Hoops (1/2 ct. tw.),2136.0,https://www.rarecarat.com/fine-jewelry/58-Bello-Graduated-Bezel-Diamond-Hoops-(1-2-ct.-tw.)/40285,Diamond,,SI2,,0.5,White Gold,,14K,,Earring,rarecarat
Elara Double Halo Earrings,2136.0,https://www.rarecarat.com/fine-jewelry/58-Elara-Double-Halo-Earrings/40197,Diamond,,SI2,,0.5,White Gold,,14K,,Earring,rarecarat
Bello Alternating Size Bezel Diamond Hoops (1/2 ct. tw.),2136.0,https://www.rarecarat.com/fine-jewelry/58-Bello-Alternating-Size-Bezel-Diamond-Hoops-(1-2-ct.-tw.)/40283,Diamond,,SI2,,0.5,White Gold,,14K,,Earring,rarecarat
Floral Diamond Cluster Earrings (1 ct. tw.),2140.0,https://www.rarecarat.com/fine-jewelry/58-Floral-Diamond-Cluster-Earrings-(1-ct.-tw.)/34739,Diamond,,SI2,,1,White Gold,,14K,,Earring,rarecarat
Three-Prong Martini Diamond Screw-Back Earrings (1 ct. tw.),2271.0,https://www.rarecarat.com/fine-jewelry/58-Three-Prong-Martini-Diamond-Screw-Back-Earrings-(1-ct.-tw.)/39105,Diamond,,SI1,H-I,1,White Gold,,14K,,Earring,rarecarat
Diamond Stud Earrings (1 ct. tw.),2271.0,https://www.rarecarat.com/fine-jewelry/58-Diamond-Stud-Earrings-(1-ct.-tw.)/39241,Diamond,,SI1,H-I,1,White Gold,,14K,,Earring,rarecarat
Three-Prong Diamond Martini Earrings (1 ct. tw.),2271.0,https://www.rarecarat.com/fine-jewelry/58-Three-Prong-Diamond-Martini-Earrings-(1-ct.-tw.)/39103,Diamond,,SI1,H-I,1,White Gold,,14K,,Earring,rarecarat
Diamond Stud Screw-Back Earrings (1 ct. tw.),2271.0,https://www.rarecarat.com/fine-jewelry/58-Diamond-Stud-Screw-Back-Earrings-(1-ct.-tw.)/39135,Diamond,,SI1,H-I,1,White Gold,,14K,,Earring,rarecarat
Orion Double Row Diamond Hoops,2271.0,https://www.rarecarat.com/fine-jewelry/58-Orion-Double-Row-Diamond-Hoops/40350,Diamond,,SI2,,0.5,White Gold,,14K,,Earring,rarecarat
Modern Bezel-Set Diamond Stud Earrings (1 ct. tw.),2271.0,https://www.rarecarat.com/fine-jewelry/58-Modern-Bezel-Set-Diamond-Stud-Earrings-(1-ct.-tw.)/35747,Diamond,,SI2,H,1,White Gold,,14K,,Earring,rarecarat
Ligne Duo Diamond Drop Earrings,2400.0,https://www.rarecarat.com/fine-jewelry/58-Ligne-Duo-Diamond-Drop-Earrings/38689,Diamond,,SI1,G-H,1,White Gold,,14K,,Earring,rarecarat
Single Diamond Screw Back Stud Earring (3/4ct),2426.0,https://www.rarecarat.com/fine-jewelry/58-Single-Diamond-Screw-Back-Stud-Earring-(3-4ct)/41921,Diamond,,SI1,H-I,0.75,White Gold,,14K,,Earring,rarecarat
Single Diamond Stud Earring (3/4ct),2426.0,https://www.rarecarat.com/fine-jewelry/58-Single-Diamond-Stud-Earring-(3-4ct)/41851,Diamond,,SI1,H-I,0.75,White Gold,,14K,,Earring,rarecarat
Ligne Diamond Drop Earrings (1 ct. tw.),2986.0,https://www.rarecarat.com/fine-jewelry/58-Ligne-Diamond-Drop-Earrings-(1-ct.-tw.)/38644,Diamond,,SI1,G-H,1,White Gold,,14K,,Earring,rarecarat
Embliss Round Bezel Pavé Hoops (1 ct. tw),3271.0,https://www.rarecarat.com/fine-jewelry/58-Embliss-Round-Bezel-Pavé-Hoops-(1-ct.-tw)/40208,Diamond,,SI2,,1,White Gold,,14K,,Earring,rarecarat
Solva Sculpted Diamond Hoops,3271.0,https://www.rarecarat.com/fine-jewelry/58-Solva-Sculpted-Diamond-Hoops/40312,Diamond,,SI2,,0.75,White Gold,,14K,,Earring,rarecarat
Emblush Smooth Diamond Hoops (1/2 ct tw),3414.0,https://www.rarecarat.com/fine-jewelry/58-Emblush-Smooth-Diamond-Hoops-(1-2-ct-tw)/40295,Diamond,,SI2,,0.5,White Gold,,14K,,Earring,rarecarat
Knife-Edge Pavé Hoops (1 ct. tw.),3557.0,https://www.rarecarat.com/fine-jewelry/58-Knife-Edge-Pavé-Hoops-(1-ct.-tw.)/40346,Diamond,,SI2,,1,White Gold,,14K,,Earring,rarecarat
Leverback Diamond Drop Earrings,3643.0,https://www.rarecarat.com/fine-jewelry/58-Leverback-Diamond-Drop-Earrings/38677,Diamond,,SI1,G-H,1,White Gold,,14K,,Earring,rarecarat
Duoligne Inside-Out Hoops,3700.0,https://www.rarecarat.com/fine-jewelry/58-Duoligne-Inside-Out-Hoops/40192,Diamond,,SI2,,1.03,White Gold,,14K,,Earring,rarecarat
Diamond Stud Earrings (1 1/2 ct tw),3986.0,https://www.rarecarat.com/fine-jewelry/58-Diamond-Stud-Earrings-(1-1-2-ct-tw)/35742,Diamond,,SI+,H,1.5,White Gold,,14K,,Earring,rarecarat
Floral Diamond Cluster Earrings (2 ct. tw.),4700.0,https://www.rarecarat.com/fine-jewelry/58-Floral-Diamond-Cluster-Earrings-(2-ct.-tw.)/34741,Diamond,,SI2,,2,White Gold,,14K,,Earring,rarecarat
Three-Prong Martini Diamond Screw-Back Earrings (1 1/2 ct. tw.),4843.0,https://www.rarecarat.com/fine-jewelry/58-Three-Prong-Martini-Diamond-Screw-Back-Earrings-(1-1-2-ct.-tw.)/39094,Diamond,,SI1,H-I,1.5,White Gold,,14K,,Earring,rarecarat
Three-Prong Diamond Martini Earrings (1 1/2 ct. tw.),4843.0,https://www.rarecarat.com/fine-jewelry/58-Three-Prong-Diamond-Martini-Earrings-(1-1-2-ct.-tw.)/39110,Diamond,,SI1,H-I,1.5,White Gold,,14K,,Earring,rarecarat
Diamond Stud Earrings (1 1/2 ct. tw.),4843.0,https://www.rarecarat.com/fine-jewelry/58-Diamond-Stud-Earrings-(1-1-2-ct.-tw.)/39252,Diamond,,SI1,H-I,1.5,White Gold,,14K,,Earring,rarecarat
Diamond Stud Screw-Back Earrings (1 1/2 ct. tw.),4843.0,https://www.rarecarat.com/fine-jewelry/58-Diamond-Stud-Screw-Back-Earrings-(1-1-2-ct.-tw.)/39133,Diamond,,SI1,H-I,1.5,White Gold,,14K,,Earring,rarecarat
Single Diamond Stud Earring (1ct),5707.0,https://www.rarecarat.com/fine-jewelry/58-Single-Diamond-Stud-Earring-(1ct)/41905,Diamond,,SI1,H-I,1,White Gold,,14K,,Earring,rarecarat
Single Diamond Screw Back Stud Earring (1ct),5707.0,https://www.rarecarat.com/fine-jewelry/58-Single-Diamond-Screw-Back-Stud-Earring-(1ct)/41952,Diamond,,SI1,H-I,1,White Gold,,14K,,Earring,rarecarat
Modern Bezel-Set Diamond Stud Earrings (2 ct. tw.),6986.0,https://www.rarecarat.com/fine-jewelry/58-Modern-Bezel-Set-Diamond-Stud-Earrings-(2-ct.-tw.)/35745,Diamond,,SI2,H,2,White Gold,,14K,,Earring,rarecarat
Diamond Stud Earrings (2 ct tw),7843.0,https://www.rarecarat.com/fine-jewelry/58-Diamond-Stud-Earrings-(2-ct-tw)/35740,Diamond,,SI+,H,1,White Gold,,14K,,Earring,rarecarat
Diamond Stud Screw-Back Earrings (2 ct. tw.),8772.0,https://www.rarecarat.com/fine-jewelry/58-Diamond-Stud-Screw-Back-Earrings-(2-ct.-tw.)/40377,Diamond,,SI1,H-I,2,White Gold,,14K,,Earring,rarecarat
Three-Prong Diamond Martini Earrings (2 ct. tw.),8772.0,https://www.rarecarat.com/fine-jewelry/58-Three-Prong-Diamond-Martini-Earrings-(2-ct.-tw.)/40397,Diamond,,SI1,H-I,2,White Gold,,14K,,Earring,rarecarat
Three-Prong Martini Diamond Screw-Back Earrings (2 ct. tw.),8772.0,https://www.rarecarat.com/fine-jewelry/58-Three-Prong-Martini-Diamond-Screw-Back-Earrings-(2-ct.-tw.)/40394,Diamond,,SI1,H-I,2,White Gold,,14K,,Earring,rarecarat
Diamond Stud Earrings (2 ct. tw.),8772.0,https://www.rarecarat.com/fine-jewelry/58-Diamond-Stud-Earrings-(2-ct.-tw.)/40399,Diamond,,SI1,H-I,2,White Gold,,14K,,Earring,rarecarat
Endless Diamond Hoop Earrings (5 2/5 ct. tw.),11129.0,https://www.rarecarat.com/fine-jewelry/58-Endless-Diamond-Hoop-Earrings-(5-2-5-ct.-tw.)/33992,Diamond,,SI+,H-I,5.4,White Gold,,14K,,Earring,rarecarat
Single Diamond Screw Back Stud Earring (1.5ct),14285.0,https://www.rarecarat.com/fine-jewelry/58-Single-Diamond-Screw-Back-Stud-Earring-(1.5ct)/41983,Diamond,,SI1,H-I,1.5,White Gold,,14K,,Earring,rarecarat
Single Diamond Stud Earring (1.5ct),14285.0,https://www.rarecarat.com/fine-jewelry/58-Single-Diamond-Stud-Earring-(1.5ct)/41890,Diamond,,SI1,H-I,1.5,White Gold,,14K,,Earring,rarecarat
Three-Prong Diamond Martini Earrings (3 ct. tw.),24486.0,https://www.rarecarat.com/fine-jewelry/58-Three-Prong-Diamond-Martini-Earrings-(3-ct.-tw.)/40401,Diamond,,SI1,H-I,3,White Gold,,14K,,Earring,rarecarat
Three-Prong Martini Diamond Screw-Back Earrings (3 ct. tw.),24486.0,https://www.rarecarat.com/fine-jewelry/58-Three-Prong-Martini-Diamond-Screw-Back-Earrings-(3-ct.-tw.)/40404,Diamond,,SI1,H-I,3,White Gold,,14K,,Earring,rarecarat
Diamond Stud Earrings (3 ct. tw.),24486.0,https://www.rarecarat.com/fine-jewelry/58-Diamond-Stud-Earrings-(3-ct.-tw.)/40398,Diamond,,SI1,H-I,3,White Gold,,14K,,Earring,rarecarat
Diamond Stud Screw-Back Earrings (3 ct. tw.),24486.0,https://www.rarecarat.com/fine-jewelry/58-Diamond-Stud-Screw-Back-Earrings-(3-ct.-tw.)/40411,Diamond,,SI1,H-I,3,White Gold,,14K,,Earring,rarecarat
Diamond Initial Necklace – E,1064.0,https://www.rarecarat.com/fine-jewelry/58-Diamond-Initial-Necklace-–-E/41000,Diamond,,SI1,H-I,0.16,White Gold,,14K,,Necklace,rarecarat
Classic Shared Prong Diamond Cross Necklace (3 ct. tw.),8643.0,https://www.rarecarat.com/fine-jewelry/58-Classic-Shared-Prong-Diamond-Cross-Necklace-(3-ct.-tw.)/35769,Diamond,,SI1,G-H,3.3,White Gold,,14K,,Necklace,rarecarat
Libra Zodiac Constellation Medallion Necklace,2140.0,https://www.rarecarat.com/fine-jewelry/58-Libra-Zodiac-Constellation-Medallion-Necklace/39915,Diamond,,SI1,G-H,0.01,White Gold,,14K,,Necklace,rarecarat
Pisces Zodiac Constellation Medallion Necklace,2140.0,https://www.rarecarat.com/fine-jewelry/58-Pisces-Zodiac-Constellation-Medallion-Necklace/39879,Diamond,,SI1,G-H,,White Gold,,14K,,Necklace,rarecarat
3-Prong Diamond Solitaire Necklace (2 ct.),34215.0,https://www.rarecarat.com/fine-jewelry/58-3-Prong-Diamond-Solitaire-Necklace-(2-ct.)/41412,Diamond,,SI1,H-I,2,White Gold,,14K,,Necklace,rarecarat
Classic Solitaire Bezel Diamond Necklace (1/4 ct. tw.),1140.0,https://www.rarecarat.com/fine-jewelry/58-Classic-Solitaire-Bezel-Diamond-Necklace-(1-4-ct.-tw.)/33609,Diamond,,SI+,H-I,0.25,White Gold,,14K,,Necklace,rarecarat
Virgo Zodiac Glyph Necklace,1200.0,https://www.rarecarat.com/fine-jewelry/58-Virgo-Zodiac-Glyph-Necklace/39925,Diamond,,,,,White Gold,,14K,,Necklace,rarecarat
Classic Shared Prong Diamond Cross Necklace (2 ct. tw.),5807.0,https://www.rarecarat.com/fine-jewelry/58-Classic-Shared-Prong-Diamond-Cross-Necklace-(2-ct.-tw.)/35775,Diamond,,SI1,G-H,2,White Gold,,14K,,Necklace,rarecarat
Black Diamond Necklace With Black Rhodium Plating (30 ct. tw.),30129.0,https://www.rarecarat.com/fine-jewelry/58-Black-Diamond-Necklace-With-Black-Rhodium-Plating-(30-ct.-tw.)/34677,Diamond,,,,30,White Gold,,14K,,Necklace,rarecarat
3-Prong Diamond Solitaire Necklace (1/4 ct.),1136.0,https://www.rarecarat.com/fine-jewelry/58-3-Prong-Diamond-Solitaire-Necklace-(1-4-ct.)/41447,Diamond,,SI1,H-I,0.25,White Gold,,14K,,Necklace,rarecarat
Rolled Bail Diamond Solitaire Necklace (1 ct. tw.),8272.0,https://www.rarecarat.com/fine-jewelry/58-Rolled-Bail-Diamond-Solitaire-Necklace-(1-ct.-tw.)/33597,Diamond,,SI+,H-I,1,White Gold,,14K,,Necklace,rarecarat
Scorpio Zodiac Glyph Necklace,1200.0,https://www.rarecarat.com/fine-jewelry/58-Scorpio-Zodiac-Glyph-Necklace/39949,Diamond,,,,,White Gold,,14K,,Necklace,rarecarat
Split Bail Diamond Solitaire Necklace (1/2 ct. tw.),1997.0,https://www.rarecarat.com/fine-jewelry/58-Split-Bail-Diamond-Solitaire-Necklace-(1-2-ct.-tw.)/33540,Diamond,,SI+,H-I,0.5,White Gold,,14K,,Necklace,rarecarat
Rolled Bail Diamond Solitaire Necklace (1/2 ct. tw.),2129.0,https://www.rarecarat.com/fine-jewelry/58-Rolled-Bail-Diamond-Solitaire-Necklace-(1-2-ct.-tw.)/33595,Diamond,,SI+,H-I,0.5,White Gold,,14K,,Necklace,rarecarat
Classic Solitaire Bezel Diamond Necklace (1/2 ct. tw.),2129.0,https://www.rarecarat.com/fine-jewelry/58-Classic-Solitaire-Bezel-Diamond-Necklace-(1-2-ct.-tw.)/33590,Diamond,,SI+,H-I,0.5,White Gold,,14K,,Necklace,rarecarat
Round Diamond Solitaire Necklace With Creased Bail (1/2 ct. tw.),2129.0,https://www.rarecarat.com/fine-jewelry/58-Round-Diamond-Solitaire-Necklace-With-Creased-Bail-(1-2-ct.-tw.)/33569,Diamond,,SI+,H-I,0.5,White Gold,,14K,,Necklace,rarecarat
Vintage Round Diamond Solitaire Necklace (1/2 ct. tw.),2271.0,https://www.rarecarat.com/fine-jewelry/58-Vintage-Round-Diamond-Solitaire-Necklace-(1-2-ct.-tw.)/33532,Diamond,,SI+,H-I,0.5,White Gold,,14K,,Necklace,rarecarat
Bar Set Diamond Solitaire Necklace (1/2 ct. tw.),2271.0,https://www.rarecarat.com/fine-jewelry/58-Bar-Set-Diamond-Solitaire-Necklace-(1-2-ct.-tw.)/33558,Diamond,,SI+,H-I,0.5,White Gold,,14K,,Necklace,rarecarat
Floating Pear Diamond Bezel Necklace,6843.0,https://www.rarecarat.com/fine-jewelry/58-Floating-Pear-Diamond-Bezel-Necklace/34721,Diamond,,SI2,I,1,White Gold,,14K,,Necklace,rarecarat
Round Diamond Solitaire Fluted Bezel Necklace (1/2 ct. tw.),2271.0,https://www.rarecarat.com/fine-jewelry/58-Round-Diamond-Solitaire-Fluted-Bezel-Necklace-(1-2-ct.-tw.)/33566,Diamond,,SI+,H-I,0.5,White Gold,,14K,,Necklace,rarecarat
Floral Diamond Cluster Necklace (1 ct. tw.),2843.0,https://www.rarecarat.com/fine-jewelry/58-Floral-Diamond-Cluster-Necklace-(1-ct.-tw.)/34730,Diamond,,SI2,,1,White Gold,,14K,,Necklace,rarecarat
3-Prong Diamond Solitaire Necklace (1 ct.),7136.0,https://www.rarecarat.com/fine-jewelry/58-3-Prong-Diamond-Solitaire-Necklace-(1-ct.)/41390,Diamond,,SI1,H-I,1,White Gold,,14K,,Necklace,rarecarat
Bezel Octagon Diamond Necklace,3557.0,https://www.rarecarat.com/fine-jewelry/58-Bezel-Octagon-Diamond-Necklace/34703,Diamond,,SI2,,0.75,White Gold,,14K,,Necklace,rarecarat
Split Bail Diamond Solitaire Necklace (3/4 ct. tw.),3843.0,https://www.rarecarat.com/fine-jewelry/58-Split-Bail-Diamond-Solitaire-Necklace-(3-4-ct.-tw.)/33541,Diamond,,SI+,H-I,0.75,White Gold,,14K,,Necklace,rarecarat
Classic Solitaire Bezel Diamond Necklace (3/4 ct. tw.),4129.0,https://www.rarecarat.com/fine-jewelry/58-Classic-Solitaire-Bezel-Diamond-Necklace-(3-4-ct.-tw.)/33588,Diamond,,SI+,H-I,0.75,White Gold,,14K,,Necklace,rarecarat
Round Diamond Solitaire Wide Bezel Necklace (3/4 ct. tw.),4272.0,https://www.rarecarat.com/fine-jewelry/58-Round-Diamond-Solitaire-Wide-Bezel-Necklace-(3-4-ct.-tw.)/33604,Diamond,,SI+,H-I,0.75,White Gold,,14K,,Necklace,rarecarat
Classic Diamond Tennis Necklace (10 ct. tw.),20415.0,https://www.rarecarat.com/fine-jewelry/58-Classic-Diamond-Tennis-Necklace-(10-ct.-tw.)/34764,Diamond,,SI2,,10,White Gold,,14K,,Necklace,rarecarat
Rolled Bail Diamond Solitaire Necklace (3/4 ct. tw.),4272.0,https://www.rarecarat.com/fine-jewelry/58-Rolled-Bail-Diamond-Solitaire-Necklace-(3-4-ct.-tw.)/33596,Diamond,,SI+,H-I,0.75,White Gold,,14K,,Necklace,rarecarat
Round Diamond Solitaire Necklace With Creased Bail (3/4 ct. tw.),4272.0,https://www.rarecarat.com/fine-jewelry/58-Round-Diamond-Solitaire-Necklace-With-Creased-Bail-(3-4-ct.-tw.)/33589,Diamond,,SI+,H-I,0.75,White Gold,,14K,,Necklace,rarecarat
